Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","decreto_lei_3689_19411003, Art. 724., caput",5527,5536,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] Ao sair da prisão o liberado, ser-lhe-á entregue, além do saldo do seu pecúlio e do que lhe pertencer, uma caderneta que exibirá à autoridade judiciária ou administrativa sempre que lhe for exigido. Essa caderneta conterá: a reprodução da ficha de identidade, ou o retrato do liberado, sua qualificação e sinais característicos; o texto impresso dos artigos do presente capítulo; as condições impostas ao liberado; a pena acessória a que esteja sujeito. (Inciso acrescido pela Lei nº 6.416, de 24.5.1977)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art724_cpt
"PAR","decreto_lei_3689_19411003, Art. 724., § 1º",5537,5538,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] Na falta de caderneta, será entregue ao liberado um salvo-conduto, em que constem as condições do livramento e a pena acessória, podendo substituir-se a ficha de identidade ou o retrato do liberado pela descrição dos sinais que possam identificá-lo. (Parágrafo único transformado em § 1º e com redação dada pela Lei nº 6.416, de 24.5.1977)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art724_par1
"PAR","decreto_lei_3689_19411003, Art. 724., § 2º",5539,5540,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] Na caderneta e no salvo-conduto deve haver espaço para consignar o cumprimento das condições referidas no art. 718. (Parágrafo acrescido pela Lei nº 6.416, de 24.5.1977)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art724_par2
"CPT","decreto_lei_3689_19411003, Art. 725., caput",5543,5548,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] A observação cautelar e proteção realizadas por serviço social penitenciário, patronato, conselho de comunidade ou entidades similares, terá a finalidade de: fazer observar o cumprimento da pena acessória, bem como das condições especificadas na sentença concessiva do benefício; proteger o beneficiário, orientando-o na execução de suas obrigações e auxiliando-o na obtenção de atividade laborativa.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art725_cpt
"PAR","decreto_lei_3689_19411003, Art. 725., Parágrafo único.",5549,5550,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] As entidades encarregadas de observação cautelar e proteção do liberado apresentarão relatório ao Conselho Penitenciário, para efeito da representação prevista nos artigos 730 e 731. (Artigo com redação dada pela Lei nº 6.416, de 24.5.1977)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art725_par1u
"CPT","decreto_lei_3689_19411003, Art. 726., caput",5553,5554,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] Revogar-se-á o livramento condicional, se o liberado vier, por crime ou contravenção, a ser condenado por sentença irrecorrível a pena privativa de liberdade.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art726_cpt
"CPT","decreto_lei_3689_19411003, Art. 727., caput",5557,5558,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] O juiz pode, também, revogar o livramento, se o liberado deixar de cumprir qualquer das obrigações constantes da sentença, de observar proibições inerentes a pena acessória ou for irrecorrivelmente condenado, por crime, a pena que não seja privativa da liberdade. (“Caput” do artigo com redação dada pela Lei nº 6.416, de 24.5.1977)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art727_cpt
"PAR","decreto_lei_3689_19411003, Art. 727., Parágrafo único.",5559,5560,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] Se o juiz não revogar o livramento, deverá advertir o liberado ou exacerbar as condições. (Parágrafo único acrescido pela Lei nº 6.416, de 24.5.1977)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art727_par1u
"CPT","decreto_lei_3689_19411003, Art. 728., caput",5563,5564,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] Se a revogação for motivada por infração penal anterior à vigência do livramento, computar-se-á no tempo da pena o período em que esteve solto o liberado, sendo permitida, para a concessão de novo livramento, a soma do tempo das duas penas.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art728_cpt
"CPT","decreto_lei_3689_19411003, Art. 729., caput",5567,5568,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] No caso de revogação por outro motivo, não se computará na pena o tempo em que esteve solto o liberado, e tampouco se concederá, em relação à mesma pena, novo livramento.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art729_cpt
"CPT","decreto_lei_3689_19411003, Art. 730., caput",5571,5572,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] A revogação do livramento será decretada mediante representação do Conselho Penitenciário, ou a requerimento do Ministério Público, ou de ofício, pelo juiz, que, antes, ouvirá o liberado, podendo ordenar diligências e permitir a produção de prova, no prazo de cinco dias. (Artigo com redação dada pela Lei nº 6.416, de 24.5.1977)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art730_cpt
"CPT","decreto_lei_3689_19411003, Art. 731., caput",5575,5576,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] O juiz, de ofício, a requerimento do Ministério Público, ou mediante representação do Conselho Penitenciário, poderá modificar as condições ou normas de conduta especificadas na sentença, devendo a respectiva decisão ser lida ao liberado por uma das autoridades ou por um dos funcionários indicados no inciso I do artigo 723, observado o disposto nos incisos II e III, e parágrafos 1º e 2º do mesmo artigo. (Artigo com redação dada pela Lei nº 6.416, de 24.5.1977)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art731_cpt
"CPT","decreto_lei_3689_19411003, Art. 732., caput",5579,5580,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] Praticada pelo liberado nova infração, o juiz ou o tribunal poderá ordenar a sua prisão, ouvido o Conselho Penitenciário, suspendendo o curso do livramento condicional, cuja revogação ficará, entretanto, dependendo da decisão final no novo processo.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art732_cpt
"CPT","decreto_lei_3689_19411003, Art. 733., caput",5583,5584,"[ Código de Processo Penal. | DA EXECUÇÃO | DOS INCIDENTES DA EXECUÇÃO | DO LIVRAMENTO CONDICIONAL | ] O juiz, de ofício, ou a requerimento do interessado, do Ministério Público, ou do Conselho Penitenciário, julgará extinta a pena privativa de liberdade, se expirar o prazo do livramento sem revogação, ou na hipótese do artigo anterior, for o liberado absolvido por sentença irrecorrível.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art733_cpt
"CPT","decreto_lei_3689_19411003, Art. 734., caput",5591,5592,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA GRAÇA, DO INDULTO E DA ANISTIA | ] A graça poderá ser provocada por petição do condenado, de qualquer pessoa do povo, do Conselho Penitenciário, ou do Ministério Público, ressalvada, entretanto, ao Presidente da República, a faculdade de concedê-la espontaneamente.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art734_cpt
"CPT","decreto_lei_3689_19411003, Art. 735., caput",5595,5596,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA GRAÇA, DO INDULTO E DA ANISTIA | ] A petição de graça, acompanhada dos documentos com que o impetrante a instruir, será remetida ao Ministro da Justiça por intermédio do Conselho Penitenciário.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art735_cpt
"CPT","decreto_lei_3689_19411003, Art. 736., caput",5599,5600,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA GRAÇA, DO INDULTO E DA ANISTIA | ] O Conselho Penitenciário, à vista dos autos do processo, e depois de ouvir o diretor do estabelecimento penal a que estiver recolhido o condenado, fará, em relatório, a narração do fato criminoso, examinará as provas, mencionará qualquer formalidade ou circunstância omitida na petição e exporá os antecedentes do condenado e seu procedimento depois de preso, opinando sobre o mérito do pedido.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art736_cpt
"CPT","decreto_lei_3689_19411003, Art. 737., caput",5603,5604,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA GRAÇA, DO INDULTO E DA ANISTIA | ] Processada no Ministério da Justiça, com os documentos e o relatório do Conselho Penitenciário, a petição subirá a despacho do Presidente da República, a quem serão presentes os autos do processo ou a certidão de qualquer de suas peças, se ele o determinar.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art737_cpt
"CPT","decreto_lei_3689_19411003, Art. 738., caput",5607,5608,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA GRAÇA, DO INDULTO E DA ANISTIA | ] Concedida a graça e junta aos autos cópia do decreto, o juiz declarará extinta a pena ou penas, ou ajustará a execução aos termos do decreto, no caso de redução ou comutação de pena.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art738_cpt
"CPT","decreto_lei_3689_19411003, Art. 739., caput",5611,5612,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA GRAÇA, DO INDULTO E DA ANISTIA | ] O condenado poderá recusar a comutação da pena.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art739_cpt
"CPT","decreto_lei_3689_19411003, Art. 740., caput",5615,5616,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA GRAÇA, DO INDULTO E DA ANISTIA | ] Os autos da petição de graça serão arquivados no Ministério da Justiça.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art740_cpt
"CPT","decreto_lei_3689_19411003, Art. 741., caput",5619,5620,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA GRAÇA, DO INDULTO E DA ANISTIA | ] Se o réu for beneficiado por indulto, o juiz, de ofício ou a requerimento do interessado, do Ministério Público ou por iniciativa do Conselho Penitenciário, providenciará de acordo com o disposto no art. 738.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art741_cpt
"CPT","decreto_lei_3689_19411003, Art. 742., caput",5623,5624,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA GRAÇA, DO INDULTO E DA ANISTIA | ] Concedida a anistia após transitar em julgado a sentença condenatória, o juiz, de ofício ou a requerimento do interessado, do Ministério Público ou por iniciativa do Conselho Penitenciário, declarará extinta a pena.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art742_cpt
"CPT","decreto_lei_3689_19411003, Art. 743., caput",5629,5630,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA REABILITAÇÃO | ] A reabilitação será requerida ao juiz da condenação, após o decurso de quatro ou oito anos, pelo menos, conforme se trate de condenado ou reincidente, contados do dia em que houver terminado a execução da pena principal ou da medida de segurança detentiva, devendo o requerente indicar as comarcas em que haja residido durante aquele tempo.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art743_cpt
"CPT","decreto_lei_3689_19411003, Art. 744., caput",5633,5644,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA REABILITAÇÃO | ] O requerimento será instruído com: certidões comprobatórias de não ter o requerente respondido, nem estar respondendo a processo penal, em qualquer das comarcas em que houver residido durante o prazo a que se refere o artigo anterior; atestados de autoridades policiais ou outros documentos que comprovem ter residido nas comarcas indicadas e mantido, efetivamente, bom comportamento; atestados de bom comportamento fornecidos por pessoas a cujo serviço tenha estado; quaisquer outros documentos que sirvam como prova de sua regeneração; prova de haver ressarcido o dano causado pelo crime ou persistir a impossibilidade de fazê-lo.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art744_cpt
"CPT","decreto_lei_3689_19411003, Art. 745., caput",5647,5648,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA REABILITAÇÃO | ] O juiz poderá ordenar as diligências necessárias para apreciação do pedido, cercando-as do sigilo possível e, antes da decisão final, ouvirá o Ministério Público.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art745_cpt
"CPT","decreto_lei_3689_19411003, Art. 746., caput",5651,5652,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA REABILITAÇÃO | ] Da decisão que conceder a reabilitação haverá recurso de ofício.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art746_cpt
"CPT","decreto_lei_3689_19411003, Art. 747., caput",5655,5656,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA REABILITAÇÃO | ] A reabilitação, depois de sentença irrecorrível, será comunicada ao Instituto de Identificação e Estatística ou repartição congênere.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art747_cpt
"CPT","decreto_lei_3689_19411003, Art. 748., caput",5659,5660,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA REABILITAÇÃO | ] A condenação ou condenações anteriores não serão mencionadas na folha de antecedentes do reabilitado, nem em certidão extraída dos livros do juízo, salvo quando requisitadas por juiz criminal.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art748_cpt
"CPT","decreto_lei_3689_19411003, Art. 749., caput",5663,5664,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA REABILITAÇÃO | ] Indeferida a reabilitação, o condenado não poderá renovar o pedido senão após o decurso de dois anos, salvo se o indeferimento tiver resultado de falta ou insuficiência de documentos.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art749_cpt
"CPT","decreto_lei_3689_19411003, Art. 750., caput",5667,5668,"[ Código de Processo Penal. | DA EXECUÇÃO | DA GRAÇA, DO INDULTO, DA ANISTIA E DA REABILITAÇÃO | DA REABILITAÇÃO | ] A revogação de reabilitação (Código Penal, art. 120) será decretada pelo juiz, de ofício ou a requerimento do Ministério Público.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art750_cpt
"CPT","decreto_lei_3689_19411003, Art. 751., caput",5674,5685,"[ Código de Processo Penal. | DA EXECUÇÃO | DA EXECUÇÃO DAS MEDIDAS DE SEGURANÇA | ] Durante a execução da pena ou durante o tempo em que a ela se furtar o condenado, poderá ser imposta medida de segurança, se: o juiz ou o tribunal, na sentença: omitir sua decretação, nos casos de periculosidade presumida; deixar de aplicá-la ou de excluí-la expressamente; declarar os elementos constantes do processo insuficientes para a imposição ou exclusão da medida e ordenar indagações para a verificação da periculosidade do condenado; tendo sido, expressamente, excluída na sentença a periculosidade do condenado, novos fatos demonstrarem ser ele perigoso.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art751_cpt
"CPT","decreto_lei_3689_19411003, Art. 752., caput",5688,5693,"[ Código de Processo Penal. | DA EXECUÇÃO | DA EXECUÇÃO DAS MEDIDAS DE SEGURANÇA | ] Poderá ser imposta medida de segurança, depois de transitar em julgado a sentença, ainda quando não iniciada a execução da pena, por motivo diverso de fuga ou ocultação do condenado: no caso da letra a do nº I do artigo anterior, bem como no da letra b, se tiver sido alegada a periculosidade; no caso da letra c do nº I do mesmo artigo.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art752_cpt
"CPT","decreto_lei_3689_19411003, Art. 753., caput",5696,5697,"[ Código de Processo Penal. | DA EXECUÇÃO | DA EXECUÇÃO DAS MEDIDAS DE SEGURANÇA | ] Ainda depois de transitar em julgado a sentença absolutória, poderá ser imposta a medida de segurança, enquanto não decorrido tempo equivalente ao da sua duração mínima, a indivíduo que a lei presuma perigoso.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art753_cpt
