Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"ART","decreto_lei_3689_19411003, Art. 439.",3579,3582,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Função do Jurado (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 439. O exercício efetivo da função de jurado constituirá serviço público relevante e estabelecerá presunção de idoneidade moral. (Artigo com redação dada pela Lei nº 12.403, de 4.5.2011, publicada no DOU de 5.5.2011, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art439
"ART","decreto_lei_3689_19411003, Art. 440.",3583,3586,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Função do Jurado (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 440. Constitui também direito do jurado, na condição do art. 439 deste Código, preferência, em igualdade de condições, nas licitações públicas e no provimento, mediante concurso, de cargo ou função pública, bem como nos casos de promoção funcional ou remoção voluntária. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art440
"ART","decreto_lei_3689_19411003, Art. 441.",3587,3590,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Função do Jurado (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 441. Nenhum desconto será feito nos vencimentos ou salário do jurado sorteado que comparecer à sessão do júri. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art441
"ART","decreto_lei_3689_19411003, Art. 442.",3591,3594,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Função do Jurado (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 442. Ao jurado que, sem causa legítima, deixar de comparecer no dia marcado para a sessão ou retirar-se antes de ser dispensado pelo presidente será aplicada multa de 1 (um) a 10 (dez) salários mínimos, a critério do juiz, de acordo com a sua condição econômica. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art442
"ART","decreto_lei_3689_19411003, Art. 443.",3595,3598,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Função do Jurado (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 443. Somente será aceita escusa fundada em motivo relevante devidamente comprovado e apresentada, ressalvadas as hipóteses de força maior, até o momento da chamada dos jurados. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art443
"ART","decreto_lei_3689_19411003, Art. 444.",3599,3602,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Função do Jurado (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 444. O jurado somente será dispensado por decisão motivada do juiz presidente, consignada na ata dos trabalhos. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art444
"ART","decreto_lei_3689_19411003, Art. 445.",3603,3606,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Função do Jurado (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 445. O jurado, no exercício da função ou a pretexto de exercê-la, será responsável criminalmente nos mesmos termos em que o são os juízes togados. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art445
"ART","decreto_lei_3689_19411003, Art. 446.",3607,3610,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Função do Jurado (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 446. Aos suplentes, quando convocados, serão aplicáveis os dispositivos referentes às dispensas, faltas e escusas e à equiparação de responsabilidade penal prevista no art. 445 deste Código. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art446
"ART","decreto_lei_3689_19411003, Art. 447.",3613,3616,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Composição do Tribunal do Júri e da Formação do Conselho de Sentença (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 447. O Tribunal do Júri é composto por 1 (um) juiz togado, seu presidente e por 25 (vinte e cinco) jurados que serão sorteados dentre os alistados, 7 (sete) dos quais constituirão o Conselho de Sentença em cada sessão de julgamento. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art447
"ART","decreto_lei_3689_19411003, Art. 448.",3617,3636,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Composição do Tribunal do Júri e da Formação do Conselho de Sentença (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 448. São impedidos de servir no mesmo Conselho: (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) I – marido e mulher; (Inciso acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) II – ascendente e descendente; (Inciso acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) III – sogro e genro ou nora; (Inciso acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) IV – irmãos e cunhados, durante o cunhadio; (Inciso acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) V – tio e sobrinho; (Inciso acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) VI – padrasto, madrasta ou enteado. (Inciso acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 1º O mesmo impedimento ocorrerá em relação às pessoas que mantenham união estável reconhecida como entidade familiar. (Parágrafo único transformado em § 1º e com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 2º Aplicar-se-á aos jurados o disposto sobre os impedimentos, a suspeição e as incompatibilidades dos juízes togados. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art448
"ART","decreto_lei_3689_19411003, Art. 449.",3637,3646,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Composição do Tribunal do Júri e da Formação do Conselho de Sentença (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 449. Não poderá servir o jurado que: (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) I – tiver funcionado em julgamento anterior do mesmo processo, independentemente da causa determinante do julgamento posterior; (Inciso acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) II – no caso do concurso de pessoas, houver integrado o Conselho de Sentença que julgou o outro acusado; (Inciso acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) III – tiver manifestado prévia disposição para condenar ou absolver o acusado. (Inciso acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art449
"ART","decreto_lei_3689_19411003, Art. 450.",3647,3650,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Composição do Tribunal do Júri e da Formação do Conselho de Sentença (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 450. Dos impedidos entre si por parentesco ou relação de convivência, servirá o que houver sido sorteado em primeiro lugar. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art450
"ART","decreto_lei_3689_19411003, Art. 451.",3651,3654,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Composição do Tribunal do Júri e da Formação do Conselho de Sentença (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 451. Os jurados excluídos por impedimento, suspeição ou incompatibilidade serão considerados para a constituição do número legal exigível para a realização da sessão. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art451
"ART","decreto_lei_3689_19411003, Art. 452.",3655,3658,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Composição do Tribunal do Júri e da Formação do Conselho de Sentença (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 452. O mesmo Conselho de Sentença poderá conhecer de mais de um processo, no mesmo dia, se as partes o aceitarem, hipótese em que seus integrantes deverão prestar novo compromisso. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art452
"ART","decreto_lei_3689_19411003, Art. 453.",3661,3664,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 453. O Tribunal do Júri reunir-se-á para as sessões de instrução e julgamento nos períodos e na forma estabelecida pela lei local de organização judiciária. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art453
"ART","decreto_lei_3689_19411003, Art. 454.",3665,3668,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 454. Até o momento de abertura dos trabalhos da sessão, o juiz presidente decidirá os casos de isenção e dispensa de jurados e o pedido de adiamento de julgamento, mandando consignar em ata as deliberações. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art454
"ART","decreto_lei_3689_19411003, Art. 455.",3669,3674,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 455. Se o Ministério Público não comparecer, o juiz presidente adiará o julgamento para o primeiro dia desimpedido da mesma reunião, cientificadas as partes e as testemunhas. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) Parágrafo único. Se a ausência não for justificada, o fato será imediatamente comunicado ao Procurador-Geral de Justiça com a data designada para a nova sessão. (Primitivo § 1º transformado em parágrafo único e com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art455
"ART","decreto_lei_3689_19411003, Art. 456.",3675,3682,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 456. Se a falta, sem escusa legítima, for do advogado do acusado, e se outro não for por este constituído, o fato será imediatamente comunicado ao presidente da seccional da Ordem dos Advogados do Brasil, com a data designada para a nova sessão. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 1º Não havendo escusa legítima, o julgamento será adiado somente uma vez, devendo o acusado ser julgado quando chamado novamente. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 2º Na hipótese do § 1º deste artigo, o juiz intimará a Defensoria Pública para o novo julgamento, que será adiado para o primeiro dia desimpedido, observado o prazo mínimo de 10 (dez) dias. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art456
"ART","decreto_lei_3689_19411003, Art. 457.",3683,3690,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 457. O julgamento não será adiado pelo não comparecimento do acusado solto, do assistente ou do advogado do querelante, que tiver sido regularmente intimado. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 1º Os pedidos de adiamento e as justificações de não comparecimento deverão ser, salvo comprovado motivo de força maior, previamente submetidos à apreciação do juiz presidente do Tribunal do Júri. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 2º Se o acusado preso não for conduzido, o julgamento será adiado para o primeiro dia desimpedido da mesma reunião, salvo se houver pedido de dispensa de comparecimento subscrito por ele e seu defensor. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art457
"ART","decreto_lei_3689_19411003, Art. 458.",3691,3694,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 458. Se a testemunha, sem justa causa, deixar de comparecer, o juiz presidente, sem prejuízo da ação penal pela desobediência, aplicar-lhe-á a multa prevista no § 2º do art. 436 deste Código. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art458
"ART","decreto_lei_3689_19411003, Art. 459.",3695,3698,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 459. Aplicar-se-á às testemunhas a serviço do Tribunal do Júri o disposto no art. 441 deste Código. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art459
"ART","decreto_lei_3689_19411003, Art. 460.",3699,3702,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 460. Antes de constituído o Conselho de Sentença, as testemunhas serão recolhidas a lugar onde umas não possam ouvir os depoimentos das outras. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art460
"ART","decreto_lei_3689_19411003, Art. 461.",3703,3710,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 461. O julgamento não será adiado se a testemunha deixar de comparecer, salvo se uma das partes tiver requerido a sua intimação por mandado, na oportunidade de que trata o art. 422 deste Código, declarando não prescindir do depoimento e indicando a sua localização. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 1º Se, intimada, a testemunha não comparecer, o juiz presidente suspenderá os trabalhos e mandará conduzi-la ou adiará o julgamento para o primeiro dia desimpedido, ordenando a sua condução. (Parágrafo único transformado em § 1º e com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 2º O julgamento será realizado mesmo na hipótese de a testemunha não ser encontrada no local indicado, se assim for certificado por oficial de justiça. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art461
"ART","decreto_lei_3689_19411003, Art. 462.",3711,3714,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 462. Realizadas as diligências referidas nos arts. 454 a 461 deste Código, o juiz presidente verificará se a urna contém as cédulas dos 25 (vinte e cinco) jurados sorteados, mandando que o escrivão proceda à chamada deles. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art462
"ART","decreto_lei_3689_19411003, Art. 463.",3715,3722,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 463. Comparecendo, pelo menos, 15 (quinze) jurados, o juiz presidente declarará instalados os trabalhos, anunciando o processo que será submetido a julgamento. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 1º O oficial de justiça fará o pregão, certificando a diligência nos autos. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 2º Os jurados excluídos por impedimento ou suspeição serão computados para a constituição do número legal. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art463
"ART","decreto_lei_3689_19411003, Art. 464.",3723,3726,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 464. Não havendo o número referido no art. 463 deste Código, proceder-se-á ao sorteio de tantos suplentes quantos necessários, e designar-se-á nova data para a sessão do júri. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art464
