Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","lei_12232_20100429, Art. 6º, § 1º",79,80,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] No caso do inciso VII deste artigo, persistindo a diferença de pontuação prevista após a reavaliação do quesito, os membros da subcomissão técnica, autores das pontuações consideradas destoantes, deverão registrar em ata as razões que os levaram a manter a pontuação atribuída ao quesito reavaliado, que será assinada por todos os membros da subcomissão e passará a compor o processo da licitação.",urn:lex:br:federal:lei:2010-04-29;12232!art6_par1
"PAR","lei_12232_20100429, Art. 6º, § 2º",81,82,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Se houver desclassificação de alguma proposta técnica por descumprimento de disposições do instrumento convocatório, ainda assim será atribuída pontuação a seus quesitos, a ser lançada em planilhas que ficarão acondicionadas em invólucro fechado e rubricado no fecho pelos membros da subcomissão técnica prevista no § 1º do art. 10 desta Lei, até que expirem os prazos para interposição de recursos relativos a essa fase da licitação, exceto nos casos em que o descumprimento resulte na identificação do proponente antes da abertura do invólucro de que trata o § 2º do art. 9º desta Lei.",urn:lex:br:federal:lei:2010-04-29;12232!art6_par2
"CPT","lei_12232_20100429, Art. 7º, caput",85,94,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] O plano de comunicação publicitária de que trata o inciso III do art. 6o desta Lei será composto dos seguintes quesitos: raciocínio básico, sob a forma de texto, que apresentará um diagnóstico das necessidades de comunicação publicitária do órgão ou entidade responsável pela licitação, a compreensão do proponente sobre o objeto da licitação e os desafios de comunicação a serem enfrentados; estratégia de comunicação publicitária, sob a forma de texto, que indicará e defenderá as linhas gerais da proposta para suprir o desafio e alcançar os resultados e metas de comunicação desejadas pelo órgão ou entidade responsável pela licitação; ideia criativa, sob a forma de exemplos de peças publicitárias, que corresponderão à resposta criativa do proponente aos desafios e metas por ele explicitados na estratégia de comunicação publicitária; estratégia de mídia e não mídia, em que o proponente explicitará e justificará a estratégia e as táticas recomendadas, em consonância com a estratégia de comunicação publicitária por ela sugerida e em função da verba disponível indicada no instrumento convocatório, apresentada sob a forma de textos, tabelas, gráficos, planilhas e por quadro resumo que identificará as peças a serem veiculadas ou distribuídas e suas respectivas quantidades, inserções e custos nominais de produção e de veiculação.",urn:lex:br:federal:lei:2010-04-29;12232!art7_cpt
"CPT","lei_12232_20100429, Art. 8º, caput",97,98,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] O conjunto de informações a que se refere o inciso III do art. 6º desta Lei será composto de quesitos destinados a avaliar a capacidade de atendimento do proponente e o nível dos trabalhos por ele realizados para seus clientes.",urn:lex:br:federal:lei:2010-04-29;12232!art8_cpt
"CPT","lei_12232_20100429, Art. 9º, caput",101,102,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] As propostas de preços serão apresentadas em 1 (um) invólucro e as propostas técnicas em 3 (três) invólucros distintos, destinados um para a via não identificada do plano de comunicação publicitária, um para a via identificada do plano de comunicação publicitária e outro para as demais informações integrantes da proposta técnica.",urn:lex:br:federal:lei:2010-04-29;12232!art9_cpt
"PAR","lei_12232_20100429, Art. 9º, § 1º",103,104,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] O invólucro destinado à apresentação da via não identificada do plano de comunicação publicitária será padronizado e fornecido previamente pelo órgão ou entidade responsável pela licitação, sem nenhum tipo de identificação.",urn:lex:br:federal:lei:2010-04-29;12232!art9_par1
"PAR","lei_12232_20100429, Art. 9º, § 2º",105,106,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] A via identificada do plano de comunicação publicitária terá o mesmo teor da via não identificada, sem os exemplos de peças referentes à ideia criativa.",urn:lex:br:federal:lei:2010-04-29;12232!art9_par2
"CPT","lei_12232_20100429, Art. 10., caput",109,110,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] As licitações previstas nesta Lei serão processadas e julgadas por comissão permanente ou especial, com exceção da análise e julgamento das propostas técnicas.",urn:lex:br:federal:lei:2010-04-29;12232!art10_cpt
"PAR","lei_12232_20100429, Art. 10., § 1º",111,112,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] As propostas técnicas serão analisadas e julgadas por subcomissão técnica, constituída por, pelo menos, 3 (três) membros que sejam formados em comunicação, publicidade ou marketing ou que atuem em uma dessas áreas, sendo que, pelo menos, 1/3 (um terço) deles não poderão manter nenhum vínculo funcional ou contratual, direto ou indireto, com o órgão ou a entidade responsável pela licitação.",urn:lex:br:federal:lei:2010-04-29;12232!art10_par1
"PAR","lei_12232_20100429, Art. 10., § 2º",113,114,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] A escolha dos membros da subcomissão técnica dar-seá por sorteio, em sessão pública, entre os nomes de uma relação que terá, no mínimo, o triplo do número de integrantes da subcomissão, previamente cadastrados, e será composta por, pelo menos, 1/3 (um terço) de profissionais que não mantenham nenhum vínculo funcional ou contratual, direto ou indireto, com o órgão ou entidade responsável pela licitação.",urn:lex:br:federal:lei:2010-04-29;12232!art10_par2
"PAR","lei_12232_20100429, Art. 10., § 3º",115,116,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Nas contratações de valor estimado em até 10 (dez) vezes o limite previsto na alínea a do inciso II do art. 23 da Lei nº 8.666, de 21 de junho de 1993, a relação prevista no § 2º deste artigo terá, no mínimo, o dobro do número de integrantes da subcomissão técnica e será composta por, pelo menos, 1/3 (um terço) de profissionais que não mantenham nenhum vínculo funcional ou contratual, direto ou indireto, com o órgão ou entidade responsável pela licitação.",urn:lex:br:federal:lei:2010-04-29;12232!art10_par3
"PAR","lei_12232_20100429, Art. 10., § 4º",117,118,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] A relação dos nomes referidos nos §§ 2º e 3º deste artigo será publicada na imprensa oficial, em prazo não inferior a 10 (dez) dias da data em que será realizada a sessão pública marcada para o sorteio.",urn:lex:br:federal:lei:2010-04-29;12232!art10_par4
"PAR","lei_12232_20100429, Art. 10., § 5º",119,120,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Para os fins do cumprimento do disposto nesta Lei, até 48 (quarenta e oito) horas antes da sessão pública destinada ao sorteio, qualquer interessado poderá impugnar pessoa integrante da relação a que se referem os §§ 2º, 3º e 4º deste artigo, mediante fundamentos jurídicos plausíveis.",urn:lex:br:federal:lei:2010-04-29;12232!art10_par5
"PAR","lei_12232_20100429, Art. 10., § 6º",121,122,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Admitida a impugnação, o impugnado terá o direito de abster-se de atuar na subcomissão técnica, declarando-se impedido ou suspeito, antes da decisão da autoridade competente.",urn:lex:br:federal:lei:2010-04-29;12232!art10_par6
"PAR","lei_12232_20100429, Art. 10., § 7º",123,124,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] A abstenção do impugnado ou o acolhimento da impugnação, mediante decisão fundamentada da autoridade competente, implicará, se necessário, a elaboração e a publicação de nova lista, sem o nome impugnado, respeitado o disposto neste artigo.",urn:lex:br:federal:lei:2010-04-29;12232!art10_par7
"PAR","lei_12232_20100429, Art. 10., § 8º",125,126,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] A sessão pública será realizada após a decisão motivada da impugnação, em data previamente designada, garantidos o cumprimento do prazo mínimo previsto no § 4º deste artigo e a possibilidade de fiscalização do sorteio por qualquer interessado.",urn:lex:br:federal:lei:2010-04-29;12232!art10_par8
"PAR","lei_12232_20100429, Art. 10., § 9º",127,128,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] O sorteio será processado de modo a garantir o preenchimento das vagas da subcomissão técnica, de acordo com a proporcionalidade do número de membros que mantenham ou não vínculo com o órgão ou entidade responsável pela licitação, nos termos dos §§ 1º, 2º e 3º deste artigo.",urn:lex:br:federal:lei:2010-04-29;12232!art10_par9
"PAR","lei_12232_20100429, Art. 10., § 10.",129,130,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Nas licitações previstas nesta Lei, quando processadas sob a modalidade de convite, a subcomissão técnica, excepcionalmente, nas pequenas unidades administrativas e sempre que for comprovadamente impossível o cumprimento do disposto neste artigo, será substituída pela comissão permanente de licitação ou, inexistindo esta, por servidor formalmente designado pela autoridade competente, que deverá possuir conhecimentos na área de comunicação, publicidade ou marketing.",urn:lex:br:federal:lei:2010-04-29;12232!art10_par10
"CPT","lei_12232_20100429, Art. 11., caput",133,134,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Os invólucros com as propostas técnicas e de preços serão entregues à comissão permanente ou especial na data, local e horário determinados no instrumento convocatório.",urn:lex:br:federal:lei:2010-04-29;12232!art11_cpt
"PAR","lei_12232_20100429, Art. 11., § 1º",135,136,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Os integrantes da subcomissão técnica não poderão participar da sessão de recebimento e abertura dos invólucros com as propostas técnicas e de preços.",urn:lex:br:federal:lei:2010-04-29;12232!art11_par1
"PAR","lei_12232_20100429, Art. 11., § 2º",137,138,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Os invólucros padronizados com a via não identificada do plano de comunicação publicitária só serão recebidos pela comissão permanente ou especial se não apresentarem marca, sinal, etiqueta ou qualquer outro elemento capaz de identificar a licitante.",urn:lex:br:federal:lei:2010-04-29;12232!art11_par2
"PAR","lei_12232_20100429, Art. 11., § 3º",139,140,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] A comissão permanente ou especial não lançará nenhum código, sinal ou marca nos invólucros padronizados nem nos documentos que compõem a via não identificada do plano de comunicação publicitária.",urn:lex:br:federal:lei:2010-04-29;12232!art11_par3
"PAR","lei_12232_20100429, Art. 11., § 4º",141,178,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] O processamento e o julgamento da licitação obedecerão ao seguinte procedimento: abertura dos 2 (dois) invólucros com a via não identificada do plano de comunicação e com as informações de que trata o art. 8o desta Lei, em sessão pública, pela comissão permanente ou especial; encaminhamento das propostas técnicas à subcomissão técnica para análise e julgamento; análise individualizada e julgamento do plano de comunicação publicitária, desclassificando-se as que desatenderem as exigências legais ou estabelecidas no instrumento convocatório, observado o disposto no inciso XIV do art. 6º desta Lei; elaboração de ata de julgamento do plano de comunicação publicitária e encaminhamento à comissão permanente ou especial, juntamente com as propostas, as planilhas com as pontuações e a justificativa escrita das razões que as fundamentaram em cada caso; análise individualizada e julgamento dos quesitos referentes às informações de que trata o art. 8º desta Lei, desclassificando- se as que desatenderem quaisquer das exigências legais ou estabelecidas no instrumento convocatório; elaboração de ata de julgamento dos quesitos mencionados no inciso V deste artigo e encaminhamento à comissão permanente ou especial, juntamente com as propostas, as planilhas com as pontuações e a justificativa escrita das razões que as fundamentaram em cada caso; realização de sessão pública para apuração do resultado geral das propostas técnicas, com os seguintes procedimentos: abertura dos invólucros com a via identificada do plano de comunicação publicitária; cotejo entre as vias identificadas e não identificadas do plano de comunicação publicitária, para identificação de sua autoria; elaboração de planilha geral com as pontuações atribuídas a cada um dos quesitos de cada proposta técnica; proclamação do resultado do julgamento geral da proposta técnica, registrando-se em ata as propostas desclassificadas e a ordem de classificação; publicação do resultado do julgamento da proposta técnica, com a indicação dos proponentes desclassificados e da ordem de classificação organizada pelo nome dos licitantes, abrindo-se prazo para interposição de recurso, conforme disposto na alínea b do inciso I do art. 109 da Lei nº 8.666, de 21 de junho de 1993; abertura dos invólucros com as propostas de preços, em sessão pública, obedecendo-se ao previsto nos incisos II, III e IV do § 1º do art. 46 da Lei nº 8.666, de 21 de junho de 1993, nas licitações do tipo ""melhor técnica"", e ao disposto no § 2º do art. 46 da mesma Lei, nas licitações do tipo ""técnica e preço""; publicação do resultado do julgamento final das propostas, abrindo-se prazo para interposição de recurso, conforme disposto na alínea b do inciso I do art. 109 da Lei nº 8.666, de 21 de junho de 1993; convocação dos licitantes classificados no julgamento final das propostas para apresentação dos documentos de habilitação; recebimento e abertura do invólucro com os documentos de habilitação dos licitantes previstos no inciso XI deste artigo, em sessão pública, para análise da sua conformidade com as condições estabelecidas na legislação em vigor e no instrumento convocatório; decisão quanto à habilitação ou inabilitação dos licitantes previstos no inciso XI deste artigo e abertura do prazo para interposição de recurso, nos termos da alínea a do inciso I do art. 109 da Lei nº 8.666, de 21 de junho de 1993; reconhecida a habilitação dos licitantes, na forma dos incisos XI, XII e XIII deste artigo, será homologado o procedimento e adjudicado o objeto licitado, observado o disposto no § 3º do art. 2º desta Lei.",urn:lex:br:federal:lei:2010-04-29;12232!art11_par4
"CPT","lei_12232_20100429, Art. 12., caput",181,182,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] O descumprimento, por parte de agente do órgão ou entidade responsável pela licitação, dos dispositivos desta Lei destinados a garantir o julgamento do plano de comunicação publicitária sem o conhecimento de sua autoria, até a abertura dos invólucros de que trata a alínea a do inciso VII do § 4º do art. 11 desta Lei, implicará a anulação do certame, sem prejuízo da apuração de eventual responsabilidade administrativa, civil ou criminal dos envolvidos na irregularidade.",urn:lex:br:federal:lei:2010-04-29;12232!art12_cpt
"CPT","lei_12232_20100429, Art. 13., caput",187,188,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] A definição do objeto do contrato de serviços previstos nesta Lei e das cláusulas que o integram dar-se-á em estrita vinculação ao estabelecido no instrumento convocatório da licitação e aos termos da legislação em vigor.",urn:lex:br:federal:lei:2010-04-29;12232!art13_cpt
"PAR","lei_12232_20100429, Art. 13., Parágrafo único.",189,190,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] A execução do contrato dar-se-á em total conformidade com os termos e condições estabelecidas na licitação e no respectivo instrumento contratual.",urn:lex:br:federal:lei:2010-04-29;12232!art13_par1u
"CPT","lei_12232_20100429, Art. 14., caput",193,194,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] Somente pessoas físicas ou jurídicas previamente cadastradas pelo contratante poderão fornecer ao contratado bens ou serviços especializados relacionados com as atividades complementares da execução do objeto do contrato, nos termos do § 1º do art. 2º desta Lei.",urn:lex:br:federal:lei:2010-04-29;12232!art14_cpt
