Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","lei_11540_20071112, Art. 11., § 4º",179,180,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] A aplicação dos recursos referidos no caput deste artigo contemplará o apoio a programas, projetos e atividades de C,T&I destinados à neutralização das emissões de gases de efeito estufa do Brasil e à promoção do desenvolvimento do setor de bioeconomia. (Parágrafo acrescido pela Lei Complementar nº 177, de 12.1.2021)",urn:lex:br:federal:lei:2007-11-12;11540!art11_par4
"CPT","lei_11540_20071112, Art. 12., caput",183,206,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] Os recursos do FNDCT referentes às receitas previstas no art. 10 desta Lei poderão ser aplicados nas seguintes modalidades: não reembolsável, para financiamentos de despesas correntes e de capital, na forma do regulamento, para: projetos de instituições científicas e tecnológicas - ICTs e de cooperação entre ICTs e empresas; subvenção econômica para empresas; e equalização de encargos financeiros nas operações de crédito; programas desenvolvidos por organizações sociais, qualificadas conforme a Lei nº 9.637, de 15 de maio de 1998, que mantenham contrato de gestão com o Ministério da Ciência, Tecnologia e Inovações e que promovam e incentivem a realização de projetos de pesquisa, desenvolvimento e inovação, limitado a 25% (vinte e cinco por cento) dos recursos disponibilizados no FNDCT para operações não reembolsáveis, a cada exercício; (Alínea acrescida pela Lei Complementar nº 177, de 12.1.2021) reembolsável, destinados a projetos de desenvolvimento tecnológico de empresas, sob a forma de empréstimo à Finep, que assume o risco integral da operação, observados, cumulativamente, os seguintes limites: o montante anual das operações não poderá ultrapassar 50% (cinquenta por cento) das dotações consignadas na lei orçamentária anual ao FNDCT; (Alínea com redação dada pela Lei Complementar nº 177, de 12.1.2021) o saldo das operações de crédito realizadas pela Finep, inclusive as contratadas com recursos do FNDCT, não poderá ser superior a 9 (nove) vezes o patrimônio líquido da referida empresa pública; aporte de capital como alternativa de incentivo a projeto de impacto, mediante participação efetiva, em: empresas de propósitos específicos, criadas com amparo no art. 5º da Lei nº 10.973, de 2 de dezembro de 2004; (VETADO)",urn:lex:br:federal:lei:2007-11-12;11540!art12_cpt
"PAR","lei_11540_20071112, Art. 12., § 1º",207,208,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] Observado o limite de que trata a alínea a do inciso II do caput deste artigo, os recursos também poderão ser utilizados em fundos de investimentos autorizados pela Comissão de Valores Mobiliários - CVM, para aplicação em empresas inovadoras, desde que o risco assumido seja limitado ao valor da cota.",urn:lex:br:federal:lei:2007-11-12;11540!art12_par1
"PAR","lei_11540_20071112, Art. 12., § 2º",209,216,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] Os empréstimos do FNDCT à Finep, para atender às operações reembolsáveis e de investimento, devem observar as seguintes condições: juros remuneratórios equivalentes à Taxa Referencial (TR) recolhidos pela Finep ao FNDCT, a cada semestre, até o décimo dia útil subsequente a seu encerramento; (Inciso com redação dada pela Lei nº 14.554, de 20.4.2023) amortização e demais condições financeiras estabelecidas na forma do regulamento; e constituição de provisão para fazer face aos créditos de liquidação duvidosa, de acordo com critérios definidos em regulamento.",urn:lex:br:federal:lei:2007-11-12;11540!art12_par2
"PAR","lei_11540_20071112, Art. 12., § 3º",217,218,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] As subvenções concedidas no âmbito da Política Nacional de Ciência, Tecnologia e Inovação e custeadas com os recursos previstos no caput deste artigo obedecerão ao disposto no art. 19 da Lei nº 10.973, de 2 de dezembro de 2004.",urn:lex:br:federal:lei:2007-11-12;11540!art12_par3
"PAR","lei_11540_20071112, Art. 12., § 4º",219,220,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] O disposto no inciso I do § 2º deste artigo aplica-se aos saldos devedores dos contratos de empréstimos firmados anteriormente à data de vigência deste dispositivo e com execução em curso. (Parágrafo acrescido pela Lei nº 14.554, de 20.4.2023)",urn:lex:br:federal:lei:2007-11-12;11540!art12_par4
"PAR","lei_11540_20071112, Art. 12., § 6º",221,222,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] Até o final do exercício financeiro de 2028, o disposto na alínea ""a"" do inciso II do caput deste artigo não se aplica aos créditos adicionais destinados a operações reembolsáveis, quando realizados com superávit financeiro de fontes vinculadas ao FNDCT. (Parágrafo acrescido pela Lei nº 15.184, de 4.8.2025)",urn:lex:br:federal:lei:2007-11-12;11540!art12_par6
"PAR","lei_11540_20071112, Art. 12., § 7º",223,224,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] Aplica-se o disposto neste artigo às cooperativas interessadas em acessar os recursos do FNDCT que atendam aos demais requisitos definidos nesta Lei. (Parágrafo acrescido pela Lei nº 15.184, de 4.8.2025)",urn:lex:br:federal:lei:2007-11-12;11540!art12_par7
"CPT","lei_11540_20071112, Art. 13., caput",227,228,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] As despesas operacionais, de planejamento, prospecção, acompanhamento, avaliação e divulgação de resultados, relativas ao financiamento de atividades de pesquisa científica e desenvolvimento tecnológico das Programações Específicas do FNDCT não poderão ultrapassar o montante correspondente a 5% (cinco por cento) dos recursos arrecadados anualmente nas respectivas fontes de receitas, observado o limite fixado anualmente por ato do Conselho Diretor.",urn:lex:br:federal:lei:2007-11-12;11540!art13_cpt
"CPT","lei_11540_20071112, Art. 14., caput",231,232,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] Os recursos do FNDCT poderão financiar as ações transversais, identificadas com as diretrizes da Política Nacional de Ciência, Tecnologia e Inovação e com as prioridades da Política Industrial e Tecnológica Nacional.",urn:lex:br:federal:lei:2007-11-12;11540!art14_cpt
"PAR","lei_11540_20071112, Art. 14., § 1º",233,234,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] Para efeito do disposto no caput deste artigo, consideram- se ações transversais aquelas que, relacionadas com a finalidade geral do FNDCT, são financiadas por recursos de mais de um Fundo Setorial, não necessitando estar vinculadas à destinação setorial específica prevista em lei.",urn:lex:br:federal:lei:2007-11-12;11540!art14_par1
"PAR","lei_11540_20071112, Art. 14., § 2º",235,236,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] Os recursos de que trata o caput deste artigo serão objeto de programação orçamentária em categorias específicas do FNDCT.",urn:lex:br:federal:lei:2007-11-12;11540!art14_par2
