Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_4117_19620827, Art. 29., caput",245,314,"[ Institui o Código Brasileiro de Telecomunicações. | DO CONSELHO NACIONAL DE TELECOMUNICAÇÕES | ] Compete ao Conselho Nacional de Telecomunicações: elaborar o seu Regimento Interno; organizar, na forma da lei os serviços de sua administração; elaborar o plano nacional de telecomunicações e proceder à sua revisão, pelo menos, de cinco em cinco anos, para a devida apropriação pelo Congresso Nacional; (Expressão “para a devida apropriação pelo Congresso Nacional;” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) adotar medidas que assegurem a continuidade dos serviços de telecomunicações quando as concessões, autorizações ou permissões não forem renovadas ou tenham sido cassadas, e houver interesse público na continuação desses serviços; promover, orientar e coordenar o desenvolvimento das telecomunicações, bem como a constituição, organização, articulação e expansão dos serviços públicos de telecomunicações; (Expressões “promover” e “bem como a constituição, organização, articulação e expansão dos serviços públicos de telecomunicações;” vetadas pelo Presidente da República e mantidas pelo Congresso Nacional, em 17.12.1962) estabelecer as prioridades previstas no art. 9º, § 2º, desta lei.; (Alínea vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) propor ou promover as medidas adequadas à execução da presente lei; fiscalizar o cumprimento das obrigações decorrentes das concessões, autorizações e permissões de serviços de telecomunicações e aplicar as sanções que estiverem na sua alçada; rever os contratos de concessão ou atos de autorização ou permissão, por efeito da aprovação pelo Congresso, de atos internacionais; fiscalizar as concessões, autorizações e permissões em vigor; opinar sobre a respectiva renovação e propor a declaração de caducidade e perempção; estudar os temas a serem debatidos pelas delegações brasileiras, nas conferências e reuniões internacionais de telecomunicações, sugerindo e propondo diretrizes; estabelecer normas para a padronização da escrita e contabilidade das empresas que explorem serviços de telecomunicação; promover e superintender o tombamento dos bens e a perícia contábil das empresas concessionárias ou permissionárias de serviços de telecomunicação, e das empresas subsidiárias associadas ou dependentes delas, ou a elas vinculadas, inclusive das que sejam controladas por acionistas estrangeiros ou tenham como acionistas pessoas jurídicas com sede no estrangeiro, com o objetivo de determinação do investimento efetivamente realizado e do conhecimento de todos os elementos, que concorram para a emposição do custo do serviço, requisitando para esse fim os funcionários federais que possam contribuir para a apuração desses dados; estabelecer normas técnicas dentro das leis e regulamentos em vigor, visando à eficiência e integração dos serviços no sistema nacional de telecomunicações; propor ao Presidente da República o valor das taxas a serem pagas pela execução dos serviços concedidos, autorizados ou permitidos, e destinadas ao custeio do serviço de fiscalização; cooperar para o desenvolvimento do ensino técnico profissional dos ramos pertinentes à telecomunicação; promover e estimular o desenvolvimento de indústria de equipamentos de telecomunicações dando preferência àqueles cujo capital, na sua maioria, pertençam a acionistas brasileiros; estabelecer ou aprovar normas técnicas e especificações a serem observadas na planificação da produção industrial e na fabricação de peças, aparelhos e equipamentos utilizados nos serviços de telecomunicações; sugerir normas para censura nos serviços de telecomunicações, em caso de declaração de estado de sítio; fiscalizar a execução dos convênios firmados pelo Governo brasileiro com outros países; encaminhar à autoridade superior os recursos regularmente interpostos de seus atos, decisões ou resoluções; outorgar ou renovar quaisquer permissões e autorizações de serviço de radiodifusão de caráter local (art. 33 § 5º) e opinar sobre a outorga ou renovação de concessões e autorizações (art. 34 §§ 1º e 3º); estabelecer normas, fixar critérios e taxas para redistribuição de tarifa nos casos de tráfego mútuo entre as empresas de telecomunicações de todo o País; expedir certificados de licença para o funcionamento das estações de radiocomunicação e radiodifusão uma vez verificado, em vistoria, o atendimento às condições técnicas exigidas; estabelecer as quantificações necessárias ao desempenho de funções técnicas e operacionais pertinentes as telecomunicações, expedindo os certificados correspondentes; solicitar a prestação de serviços de quaisquer repartições ou autarquias federais; aplicar as penas de multa e suspensão à estação de radiodifusão que transmitir ou utilizar, total ou parcialmente, as emissões de estações congêneres sem prévia autorização; fiscalizar, durante as retransmisões de radiodifusão, a declaração de prefixo ou indicativo e a localização da estação emissora e da estação de origem; fiscalizar o cumprimento, por parte das emissoras de radiodifusão, das finalidades e obrigações de programação, definidas no art. 38; estabelecer ou aprovar normas técnicas e especificações para a fabricação e uso de quaisquer instalações ou equipamentos elétricos que possam vir a causar interferências prejudiciais aos serviços de telecomunicações, incluindo-se nessa disposição as linhas de transmissão de energia e as estações e subestações transformadoras; propor ao Presidente do Conselho a imposição das penas da competência do Conselho; ai)opinar sobre a aplicação da pena de cassação ou de suspensão, quando fundada em motivos de ordem técnica; propor, em parecer fundamentado, a declaração da caducidade ou perempção, da concessão, autorização ou permissão; opinar sobre os atos internacionais de natureza administrativa, antes de sua aprovação pelo Presidente da República (artigo 3º); (Expressão “de natureza administrativa, antes de sua aprovação pelo Presidente da República (artigo 3º)” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) aprovar as especificações das redes telefônicas de exploração ou concessão estadual ou municipal.",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt
"CPT","lei_4117_19620827, Art. 30., caput",319,320,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Os serviços de telégrafos, radiocomunicações e telefones interestaduais estão sob a jurisdição da União, que explorará diretamente os troncos integrantes do Sistema Nacional de Telecomunicações, e poderá explorar diretamente ou através de concessão, autorização ou permissão, as linhas e canais subsidiários.",urn:lex:br:federal:lei:1962-08-27;4117!art30_cpt
"PAR","lei_4117_19620827, Art. 30., § 1º",321,322,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Os troncos que constituem o Sistema Nacional de Telecomunicações serão explorados pela União através de empresa pública, com os direitos privilegiados e prerrogativas do Departamento dos Correios e Telégrafos, a qual avocará todos os serviços processados pelos referidos troncos, à medida que expirarem as concessões ou autorizações vigentes ou que se tornar conveniente a revogação das autorizações sem prazo determinado.",urn:lex:br:federal:lei:1962-08-27;4117!art30_par1
"PAR","lei_4117_19620827, Art. 30., § 2º",323,324,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Os serviços telefônicos explorados pelo Estado ou Município, diretamente ou através de concessão ou autorização, a partir do momento em que se ligarem direta ou indiretamente a serviços e congêneres existentes em outra unidade federativa, ficarão sob fiscalização do Conselho Nacional de Telecomunicações, que terá poderes para determinar as condições de tráfego mútuo, a redistribuição das taxas daí resultante, e as normas e especificações a serem obedecidas na operação e instalação desses serviços, inclusive para fixação das tarifas.",urn:lex:br:federal:lei:1962-08-27;4117!art30_par2
"CPT","lei_4117_19620827, Art. 31., caput",327,328,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Os serviços internacionais de telecomunicações serão explorados pela União diretamente ou através de concessão outorgada, sem caráter exclusivo para instalação e operação de estações em pontos determinados do território nacional, com o fim único de estabelecer serviço público internacional.",urn:lex:br:federal:lei:1962-08-27;4117!art31_cpt
"PAR","lei_4117_19620827, Art. 31., Parágrafo único.",329,330,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] As estações dos concessionários serão ligadas ao Serviço Nacional de Telecomunicações através do qual será encaminhado e recebido o tráfego telegráfico e telefônico para os locais não compreendidos na concessão.",urn:lex:br:federal:lei:1962-08-27;4117!art31_par1u
"CPT","lei_4117_19620827, Art. 32., caput",333,334,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Os serviços de radiodifusão, nos quais se compreendem os de televisão, serão executados diretamente pela União ou através de concessão, autorização ou permissão.",urn:lex:br:federal:lei:1962-08-27;4117!art32_cpt
"CPT","lei_4117_19620827, Art. 33., caput",337,338,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Os serviços de telecomunicações, não executados diretamente pela União, poderão ser explorados por concessão, autorização ou permissão, observadas as disposições desta Lei. (“Caput” do artigo com redação dada pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art33_cpt
"PAR","lei_4117_19620827, Art. 33., § 1º",339,344,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Na atribuição de freqüência para a execução dos serviços de telecomunicações serão levadas em consideração: o emprego ordenado e econômico do spectrum eletromagnético; as consignações de freqüências anteriormente feitas, objetivando, evitar interferência prejudicial.",urn:lex:br:federal:lei:1962-08-27;4117!art33_par1
"PAR","lei_4117_19620827, Art. 33., § 2º",345,346,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Considera-se interferência qualquer emissão, irradiação ou indução que obstrua, total ou parcialmente, ou interrompa repetidamente serviços radioelétricos;",urn:lex:br:federal:lei:1962-08-27;4117!art33_par2
"PAR","lei_4117_19620827, Art. 33., § 3º",347,348,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Os prazos de concessão, permissão e autorização serão de dez anos para o serviço de radiodifusão sonora e de quinze anos para o de televisão, podendo ser renovados por períodos sucessivos e iguais. (Parágrafo com redação dada pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art33_par3
"PAR","lei_4117_19620827, Art. 33., § 4º",349,350,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] (Revogado pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art33_par4
"PAR","lei_4117_19620827, Art. 33., § 5º",351,352,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] (Revogado pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art33_par5
"PAR","lei_4117_19620827, Art. 33., § 6º",353,354,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] (Revogado pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art33_par6
"CPT","lei_4117_19620827, Art. 34., caput",357,364,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] As novas concessões ou permissões para o serviço de radiodifusão serão precedidas de edital, publicado com sessenta dias de antecedência pelo órgão competente do Poder Executivo, convidando as entidades interessadas a apresentar suas propostas em prazo determinado. (“Caput” do artigo com redação dada pela Lei nº 13.424, de 28.3.2017) (Revogada pela Lei nº 13.424, de 28.3.2017) (Revogada pela Lei nº 13.424, de 28.3.2017) (Revogada pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art34_cpt
"PAR","lei_4117_19620827, Art. 34., § 1º",365,366,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] A outorga da concessão ou permissão é prerrogativa do Presidente da República, depois de ouvido o órgão competente do Poder Executivo sobre as propostas e requisitos exigidos pelo edital e de publicado o respectivo parecer. (Parágrafo com redação dada pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art34_par1
"PAR","lei_4117_19620827, Art. 34., § 2º",367,368,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Terão preferência para a concessão as pessoas jurídicas de direito público interno, inclusive universidades.",urn:lex:br:federal:lei:1962-08-27;4117!art34_par2
"PAR","lei_4117_19620827, Art. 34., § 3º",369,370,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] As disposições do presente artigo regulam as novas autorizações de serviços de caráter local no que lhes forem aplicáveis.",urn:lex:br:federal:lei:1962-08-27;4117!art34_par3
"CPT","lei_4117_19620827, Art. 35., caput",373,374,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] As concessões e autorizações não têm caráter de exclusividade, e se restringem, quando envolvem a utilização de radiofreqüência ao respectivo uso sem limitação do direito, que assiste à União, de executar, diretamente, serviço idêntico.",urn:lex:br:federal:lei:1962-08-27;4117!art35_cpt
"CPT","lei_4117_19620827, Art. 36., caput",377,378,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] O funcionamento das estações de telecomunicações fica subordinado a prévia licença, de que constarão as respectivas características, e que só será expedida depois de verificada a observância de todas as exigências legais.",urn:lex:br:federal:lei:1962-08-27;4117!art36_cpt
"PAR","lei_4117_19620827, Art. 36., § 1º",379,380,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] A vistoria, para as estações de radiodifusão, após o atendimento das condições legais a que se refere este artigo e do registro do contrato de concessão pelo Tribunal de Contas, deverá ser procedida dentro de 30 (trinta) dias após a data da entrada do pedido de vistoria, e, aprovada esta, o fornecimento da licença para funcionamento não poderá ser retardado por mais de 30 (trinta) dias.",urn:lex:br:federal:lei:1962-08-27;4117!art36_par1
"PAR","lei_4117_19620827, Art. 36., § 2º",381,382,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] O disposto neste artigo não se aplica às redes por fio do Departamento dos Correios e Telégrafos e das estradas de ferro, cumprindo-lhes, todavia, comunicar ao Conselho Nacional de Telecomunicações a data da inauguração e as características da estação, para inscrição no cadastro e ulterior verificação.",urn:lex:br:federal:lei:1962-08-27;4117!art36_par2
"PAR","lei_4117_19620827, Art. 36., § 3º",383,384,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] As licenças para o funcionamento da estação serão emitidas por prazo indeterminado e perderão sua validade no caso de extinção de todas as outorgas vinculadas à estação. (Parágrafo com redação dada pela Lei nº 15.182, de 30.7.2025)",urn:lex:br:federal:lei:1962-08-27;4117!art36_par3
"PAR","lei_4117_19620827, Art. 36., § 4º",385,386,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] A estação transmissora de emissora de radiodifusão deve ser instalada em local que assegure o atendimento aos requisitos mínimos de cobertura do Município objeto da outorga, conforme critérios estabelecidos nas normas técnicas dos serviços correspondentes, permitida a instalação em outro Município, mediante avaliação de estudo que indique a necessidade técnica ou econômica da instalação no local proposto e o atendimento dos critérios de cobertura do Município objeto da outorga, na forma da regulamentação. (Parágrafo acrescido pela Lei nº 14.173, de 15.6.2021)",urn:lex:br:federal:lei:1962-08-27;4117!art36_par4
"CPT","lei_4117_19620827, Art. 37., caput",389,390,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Os serviços de telecomunicações podem ser desapropriados, ou requisitados nos termos do artigo 141, § 16 da Constituição, e das leis vigentes.",urn:lex:br:federal:lei:1962-08-27;4117!art37_cpt
"PAR","lei_4117_19620827, Art. 37., Parágrafo único.",391,392,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] No cálculo da indenização serão deduzidos os favores cambiais e fiscais concedidos pela União e pelos Estados. (Artigo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art37_par1u
"CPT","lei_4117_19620827, Art. 38., caput",395,422,"[ Institui o Código Brasileiro de Telecomunicações. | DOS SERVIÇOS DE TELECOMUNICAÇÕES | ] Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) pelo menos 70% (setenta por cento) do capital total e do capital votante deverá pertencer, direta ou indiretamente, a brasileiros natos ou naturalizados há mais de dez anos, que exercerão obrigatoriamente a gestão das atividades e estabelecerão o conteúdo da programação; (Alínea com redação dada pela Lei nº 13.424, de 28.3.2017) ao órgão competente do Poder Executivo incumbe divulgar ativamente, de forma atualizada, as informações relativas à composição societária e receber, quando solicitado, nos termos regulamentares, as alterações contratuais ou estatutárias acompanhadas dos documentos que comprovem atendimento à legislação em vigor; (Alínea com redação dada pela Lei nº 15.182, de 30.7.2025) a transferência da concessão ou permissão de uma pessoa jurídica para outra depende, para sua validade, de prévia anuência do órgão competente do Poder Executivo; (Alínea com redação dada pela Lei nº 13.424, de 28.3.2017) os serviços de informação, divertimento, propaganda e publicidade das empresas de radiodifusão estão subordinadas às finalidades educativas e culturais inerentes à radiodifusão, visando aos superiores interesses do País; (Alínea com redação dada pela Lei nº 10.610, de 23.12.2002) as emissoras de radiodifusão sonora são obrigadas a retransmitir, diariamente, no horário compreendido entre as dezenove horas e as vinte e duas horas, exceto aos sábados, domingos e feriados, o programa oficial de informações dos Poderes da República, ficando reservados sessenta minutos ininterruptos, assim distribuídos: vinte e cinco minutos para o Poder Executivo, cinco minutos para o Poder Judiciário, dez minutos para o Senado Federal e vinte minutos para a Câmara dos Deputados; (Alínea com redação dada pela Lei nº 13.644, de 4.4.2018) as empresas, não só através da seleção de seu pessoal, mas também das normas de trabalho observadas nas estações emissoras devem criar as condições mais eficazes para que se evite a prática de qualquer das infrações previstas na presente lei; (Alínea com redação dada pela Lei nº 10.610, de 23.12.2002) a mesma pessoa não poderá participar da administração ou da gerência de mais de uma concessionária, permissionária ou autorizada do mesmo tipo de serviço de radiodifusão, na mesma localidade. (Alínea com redação dada pela Lei nº 10.610, de 23.12.2002) as emissoras de radiodifusão, inclusive televisão, deverão cumprir sua finalidade informativa, destinando um mínimo de 5% (cinco por cento) de seu tempo para transmissão de serviço noticioso. (Alínea com redação dada pela Lei nº 10.610, de 23.12.2002) as concessionárias e permissionárias de serviços de radiodifusão deverão apresentar ao órgão do Poder Executivo expressamente definido pelo Presidente da República, quando solicitado, e aos órgãos de registro comercial ou de registro civil de pessoas jurídicas declaração com a composição de seu capital social, incluindo a nomeação dos brasileiros natos ou naturalizados há mais de 10 (dez) anos titulares, direta ou indiretamente, de pelo menos 70% (setenta por cento) do capital total e do capital votante; (Alínea acrescida pela Lei nº 10.610, de 23.12.2002, e com redação dada pela Lei nº 15.182, de 30.7.2025) declaração de que nenhum dos dirigentes e sócios da entidade se encontra condenado em decisão transitada em julgado ou proferida por órgão judicial colegiado nos ilícitos previstos nas alíneas b, c, d, e, f, g, h, i, j, k, l, m, n, o, p e q do inciso I do art. 1º da Lei Complementar nº 64, de 18 de maio de 1990. (Alínea acrescida pela Lei nº 13.424, de 28.3.2017) as concessionárias e permissionárias poderão transferir, comercializar ou ceder o tempo total de programação para a veiculação de produção independente, desde que mantenham sob seu controle a regra legal de limitação de publicidade comercial e a qualidade do conteúdo da programação produzido por terceiro para que atenda ao disposto na alínea ""d"" deste caput, além de responsabilizarem-se perante o poder concedente por eventuais irregularidades que este vier a constatar na execução da programação; (Alínea acrescida pela Lei nº 14.408, de 12.7.2022) as concessionárias e permissionárias não poderão transferir, comercializar ou ceder a gestão total ou parcial da execução do serviço de radiodifusão sonora e de sons e imagens. (Alínea acrescida pela Lei nº 14.408, de 12.7.2022) as concessionárias do serviço de radiodifusão de sons e imagens e seus ancilares deverão inserir em suas programações os recursos de acessibilidade para pessoas com deficiência, conforme regulamentação do Poder Executivo. (Alínea acrescida pela Lei nº 15.182, de 30.7.2025)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt
