Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"ART","lei_4117_19620827, Art. 123.",928,931,"[ Institui o Código Brasileiro de Telecomunicações. | DAS TAXAS E TARIFAS | ] Art. 123. As disposições legais e regulamentares que disciplinam os serviços de telecomunicações não colidentes com esta lei e não revogadas ou derrogadas, explícita ou implicitamente, pela mesma, deverão ser consolidadas pelo Poder Executivo.",urn:lex:br:federal:lei:1962-08-27;4117!art123
"ART","lei_4117_19620827, Art. 124.",932,939,"[ Institui o Código Brasileiro de Telecomunicações. | DAS TAXAS E TARIFAS | ] Art. 124. O tempo destinado na programação das estações de radiodifusão, à publicidade comercial, não poderá exceder de 25% (vinte e cinco por cento) do total. Parágrafo único. Para os fins desta Lei, considera-se publicidade comercial o espaço da programação para a difusão de mensagens e informações com conteúdo próprio de publicidade de produtos e serviços para os consumidores e/ou de promoção de imagem e marca de empresas. (Parágrafo único acrescido pela Lei nº 14.408, de 12.7.2022, e transformado em §1º pela Lei nº 15.182, de 30.7.2025) § 2º Os anunciantes da publicidade comercial exibida na programação serão responsáveis por disponibilizar, na peça audiovisual, os recursos de acessibilidade de que trata a alínea ""m"" do art. 38 desta Lei, sem responsabilização das emissoras executoras do serviço de radiodifusão de sons e imagens e de seus ancilares, devendo a irregularidade ser apurada nos termos da regulamentação. (Parágrafo acrescido pela Lei nº 15.182, de 30.7.2025)",urn:lex:br:federal:lei:1962-08-27;4117!art124
"ART","lei_4117_19620827, Art. 125.",940,943,"[ Institui o Código Brasileiro de Telecomunicações. | DAS TAXAS E TARIFAS | ] Art. 125. O Departamento dos Correios e Telégrafos continuará a exercer as atribuições de fiscalização e a efetuar a arrecadação das atuais taxas, prêmios e contribuições, até que o Conselho Nacional de Telecomunicações esteja devidamente aparelhado para o exercício destas atribuições. (Artigo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art125
"ART","lei_4117_19620827, Art. 126.",944,947,"[ Institui o Código Brasileiro de Telecomunicações. | DAS TAXAS E TARIFAS | ] Art. 126. Enquanto não houver serviços telefônicos entre Brasília e as demais regiões do país, em condições de atender aos membros do Congresso Nacional em assuntos relacionados com o exercício de seus mandatos, o Conselho Nacional de Telecomunicações deverá reservar freqüências para serem utilizadas por estações transmissoras e receptoras particulares, com aquele objetivo, observados os preceitos legais e regulamentares que disciplinam a matéria. (Artigo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art126
"ART","lei_4117_19620827, Art. 127.",948,951,"[ Institui o Código Brasileiro de Telecomunicações. | DAS TAXAS E TARIFAS | ] Art. 127. É o Poder Executivo autorizado a abrir, no Ministério da Fazenda, o crédito especial de Cr$ 30.000.000,00 (trinta milhões de cruzeiros) destinado a atender, no corrente exercício, às despesas de qualquer natureza com a instalação e funcionamento do Conselho Nacional de Telecomunicações.",urn:lex:br:federal:lei:1962-08-27;4117!art127
"ART","lei_4117_19620827, Art. 128.",952,955,"[ Institui o Código Brasileiro de Telecomunicações. | DAS TAXAS E TARIFAS | ] Art. 128. Esta lei entrará em vigor na data de sua publicação e deverá ser regulamentada, por ato do Poder Executivo, dentro de 90 (noventa) dias.",urn:lex:br:federal:lei:1962-08-27;4117!art128
"ART","lei_4117_19620827, Art. 129.",956,959,"[ Institui o Código Brasileiro de Telecomunicações. | DAS TAXAS E TARIFAS | ] Art. 129. Revogam-se as disposições em contrário.",urn:lex:br:federal:lei:1962-08-27;4117!art129
"CAP","lei_4117_19620827, CAPÍTULO I",1,16,"[ Institui o Código Brasileiro de Telecomunicações. | INTRODUÇÃO | ] CAPÍTULO I INTRODUÇÃO Art. 1º Os serviços de telecomunicações em todo território do País, inclusive águas territoriais e espaço aéreo, assim como nos lugares em que princípios e convenções internacionais lhes reconheçam extraterritorialidade obedecerão aos preceitos da presente lei e aos regulamentos baixados para a sua execução. Art. 2º Os atos internacionais de natureza normativa, qualquer que seja a denominação adotada serão considerados tratados ou convenções e só entrarão em vigor a partir de sua aprovação pelo Congresso Nacional. Parágrafo único. O Poder Executivo enviará ao Congresso Nacional no prazo de 180 (cento e oitenta) dias, a contar da data da assinatura, os atos normativos sobre telecomunicações, anexando-lhes os respectivos regulamentos, devidamente traduzidos. Art. 3º Os atos internacionais de natureza administrativa entrarão em vigor na data estabelecida em sua publicação depois de aprovados pelo Presidente da República (art. 29, a1). (Artigo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!cap1
"CAP","lei_4117_19620827, CAPÍTULO II",17,100,"[ Institui o Código Brasileiro de Telecomunicações. | DAS DEFINIÇÕES | ] CAPÍTULO II DAS DEFINIÇÕES Art. 4º Para os efeitos desta lei, constituem serviços de telecomunicações a transmissão, emissão ou recepção de símbolos, caracteres, sinais, escritos, imagens, sons ou informações de qualquer natureza, por fio, rádio, eletricidade, meios óticos ou qualquer outro processo eletromagnético. Telegrafia é o processo de telecomunicação destinado à transmissão de escritos, pelo uso de um código de sinais. Telefonia é o processo de telecomunicação destinado à transmissão da palavra falada ou de sons. § 1º Os termos não definidos nesta lei têm o significado estabelecido nos atos internacionais aprovados pelo Congresso Nacional. § 2º Os contratos de concessão, as autorizações e permissões serão interpretados e executados de acordo com as definições vigentes na época em que os mesmos tenham sido celebrados ou expedidos. (Parágrafo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962) Art. 5º Quanto ao seu âmbito, os serviços de telecomunicações se classificam em: a) serviço interior, estabelecido entre estações brasileiras, fixas ou móveis, dentro dos limites da jurisdição territorial da União; b) serviço internacional, estabelecido entre estações brasileiras, fixas ou móveis, e estações estrangeiras ou estações brasileiras móveis que se achem fora dos limites da jurisdição territorial da União. Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: a) serviço público, destinado ao uso do público em geral; b) serviço público restrito, facultado ao uso dos passageiros dos navios, aeronaves, veículos em movimento ou ao uso do público em localidade ainda não atendidas por serviço público de telecomunicação; c) serviço limitado, executado por estações não abertas à correspondência pública e destinada ao uso de pessoas físicas ou jurídicas nacionais. Constituem serviço limitado entre outros: a) o de segurança, regularidade, orientação e administração dos transportes em geral; b) o de múltiplos destinos; c) o serviço rural; d) o serviço privado; d) serviço de radiodifusão, destinado a ser recebido direta e livremente pelo público em geral, compreendendo radiodifusão sonora e televisão; e) serviço de rádio-amador, destinado a treinamento próprio, intercomunicação e investigações técnicas levadas a efeito por amadores, devidamente autorizados, interessados na radiotécnica unicamente a título pessoal a que não visem a qualquer objetivo pecuniário ou comercial; f) serviço especial, relativo a determinados serviços de interesse geral, não abertos à correspondência pública e não incluídos nas definições das alíneas anteriores entre os quais: a) o de sinais horários; b) o de freqüência padrão; c) o de boletins meteorológicos; d) o que se destine a fins científicos ou experimentais; e) o de música funcional; f) o de radiodeterminação. Art. 7º Os meios, através dos quais se executam os serviços de telecomunicações constituirão troncos e redes contínuos, que formarão o Sistema Nacional de Telecomunicações. § 1º O Sistema Nacional de Telecomunicações será integrado por troncos e redes a eles ligados. § 2º Objetivando a estruturação e o emprego do Sistema Nacional de Telecomunicações, o Governo estabelecerá as normas técnicas e as condições de tráfego mútuo a serem compulsoriamente observadas pelos executores dos serviços segundo o que for especificado nos Regulamentos. Art. 8º Constituem troncos do Sistema Nacional de Telecomunicações os circuitos portadores comuns, que interligam os centros principais de telecomunicações. § 1º Circuitos portadores comuns são aqueles que realizam o transporte integrado de diversas modalidades de telecomunicações. § 2º Centro principais de telecomunicações são aqueles nos quais se realiza a concentração e distribuição das diversas modalidades de telecomunicações destinadas ao transporte integrado. § 3º Entendem-se por urbanas as redes telefônicas situadas dentro dos limites de um município ou do Distrito Federal e por interurbanas as intermunicipais dentro dos limites de um Estado ou Território. Art. 9º O Conselho Nacional de Telecomunicações ao planejar o Sistema Nacional de Telecomunicações, discriminará os troncos e os centro principais de telecomunicações. § 1º Na discriminação a que se refere, este artigo serão incluídas, na medida das possibilidades e conveniências entre os centros principais de telecomunicação, a Capital da República e as capitais de todos os Estados e Territórios. § 2º O Conselho Nacional de Telecomunicações estabelecerá as prioridades, segundo as quais se procederá à instalação dos troncos e redes do Sistema Nacional de Telecomunicações. (Artigo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962). Art. 9º-A. (VETADO na Lei nº 15.182, de 30.7.2025)",urn:lex:br:federal:lei:1962-08-27;4117!cap2
"CAP","lei_4117_19620827, CAPÍTULO III",101,126,"[ Institui o Código Brasileiro de Telecomunicações. | DA COMPETÊNCIA DA UNIÃO | ] CAPÍTULO III DA COMPETÊNCIA DA UNIÃO Art. 10. Compete privativamente à União: I – manter e explorar diretamente: a) os serviços dos troncos que integram o Sistema Nacional de Telecomunicações, inclusive suas conexões internacionais; (Expressão “dos troncos” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) b) os serviços públicos de telégrafos, de telefones interestaduais e de radiocomunicações, ressalvadas as exceções constantes desta lei, inclusive quanto aos de radiodifusão e ao serviço internacional; II – fiscalizar os serviços de telecomunicações por ela concedidos, autorizados ou permitidos. Art. 11. Compete, também, a União: fiscalizar os serviços de telecomunicações concedidos, permitidos ou autorizados pelos Estados ou Municípios, em tudo que disser respeito a observância das normas gerais estabelecidas nesta lei e a integração desses serviços no Sistema Nacional de Telecomunicações. Art. 12. As concessões feitas na faixa de 150 (cento e cinqüenta) quilômetros estabelecida na Lei nº 2.597, de 12 de setembro de 1955 obedecerão às normas fixadas na referida lei, observando-se iguais restrições relativamente aos serviços explorados pela União. Art. 13. Dentro dos seus limites respectivos, os Estados e Municípios poderão organizar, regular e executar serviços de telefones, diretamente ou mediante concessão, obedecidas as normas gerais fixadas pelo Conselho Nacional de Telecomunicações.",urn:lex:br:federal:lei:1962-08-27;4117!cap3
"CAP","lei_4117_19620827, CAPÍTULO IV",127,316,"[ Institui o Código Brasileiro de Telecomunicações. | DO CONSELHO NACIONAL DE TELECOMUNICAÇÕES | ] CAPÍTULO IV DO CONSELHO NACIONAL DE TELECOMUNICAÇÕES Art. 14. É criado o Conselho Nacional de Telecomunicações (C.O.N.T.E.L.), com a organização e competência, definidas nesta lei, diretamente subordinado ao Presidente da República. (Expressões “e competência” e “diretamente subordinado ao Presidente da República” vetadas pelo Presidente da República e mantidas pelo Congresso Nacional, em 17.12.1962). Art. 15. O Conselho Nacional de Telecomunicações terá um Presidente de livre nomeação do Presidente da República e será constituído: a) do Diretor do Departamento dos Correios e Telégrafos em exercício no referido cargo, o qual pode ser representado por pessoa escolhida entre os membros de seu Gabinete ou Diretores de sua repartição; (Expressão “pessoa escolhida entre os membros de seu Gabinete ou” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) b) de 3 (três) membros indicados, respectivamente, pelos Ministros da Guerra, Marinha e Aeronáutica; c) de 1 (um) membro indicado pelo Chefe do Estado Maior das Forças Armadas; d) de 4 (quatro) membros indicados, respectivamente pelos Ministros da Justiça e Negócios Interiores, da Educação e Cultura, das Relações Exteriores e da Indústria e Comércio; e) de 3 (três) representantes dos 3 (três) maiores partidos políticos, segundo a respectiva representação na Câmara dos Deputados no início da legislatura, indicados pela direção nacional de cada agremiação. (Alínea vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) f) do diretor da empresa pública que terá a seu cargo a exploração dos troncos do Sistema Nacional de Telecomunicações e serviços correlatos, o qual pode ser representado por pessoa escolhida entre os membros de seu Gabinete ou Diretores da empresa; (Expressões “dos troncos” e “pessoa escolhida entre os membros de seu Gabinete ou” vetadas pelo Presidente da República e mantidas pelo Congresso Nacional, em 17.12.1962) g) do Diretor Geral do Departamento Nacional de Telecomunicações, sem direito a voto. (Alínea vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) § 1º Se os três partidos a que se refere a alínea ""e"" estiveram todos apoiando o Governo, o partido de menor representação será substituído pelo maior partido de oposição, com representação na Câmara dos Deputados. (Parágrafo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962) § 2º Os representantes dos partidos políticos de que trata este artigo serão indicados até 30 (trinta) dias após o início de cada legislatura. (Parágrafo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962) Art. 16. O mandato dos membros do Conselho mencionado nas alíneas b, c, d, e e terá a duração de 4 (quatro) anos. (Expressão “e e” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) Parágrafo único. Será de dois anos apenas o primeiro mandato dos membros indicados nas alíneas ""b"" e “e” observado o disposto no § 2º do artigo anterior. (Parágrafo único vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962) Art. 17. Em caso de vaga, o membro que for nomeado em substituição exercerá o mandato até o fim do período que caberia ao substituído. Parágrafo único. É vedada a substituição dos membros do Conselho no decurso do mandato, salvo por justa causa verificada mediante inquérito administrativo, sob pena de nulidade das decisões tomadas com o voto do substituto. Art. 18. O membro do Conselho que faltar, sem motivo justo, a 3 (três) reuniões consecutivas perderá automaticamente o cargo. § 1º O Regimento Interno do Conselho disporá sobre a justificação das faltas. § 2º Serão nulas as deliberações de que participar, com voto decisivo, membro que tenha incorrido nas sanções deste artigo, incidindo o presidente, que houver admitido esse voto, em perda imediata de seu cargo. Art. 19. O presidente será substituído, em seus impedimentos, pelo vice presidente eleito pelo Conselho dentre seus membros. Parágrafo único. O presidente tem voto de qualidade nas deliberações do Conselho. Art. 20. Os membros do Conselho ao se empossarem, devem fazer prova de quitação do imposto sobre a renda, declaração de bens e rendas próprias, de suas esposas e dependentes, renovando-as em 30 de julho de cada ano. § 1º Os documentos constantes, dessas declarações serão lacrados e arquivados. § 2º O exame desses documentos só será admitido por determinação do Presidente da República ou do Poder Judiciário. Art. 21. (Artigo revogado pela Lei nº 5.535, de 20.11.1968) Art. 22. (Artigo revogado pela Lei nº 5.535, de 20.11.1968) Art. 23. Nenhum membro do Conselho ou servidor, que no mesmo tenha exercício poderá fazer parte de qualquer empresa, companhia, sociedade ou firma, que tenha por objetivo comercial a telecomunicação, como diretor, técnico, consultor, advogado, perito, acionista, cotista, debenturista, sócio ou assalariado, nem tão pouco ter qualquer interesse direito ou indireto na manufatura ou venda de matéria aplicável a telecomunicação. (Expressão “como diretor, técnico, consultor, advogado, perito, acionista, cotista, debenturista, sócio ou assalariado, nem tão pouco ter qualquer interesse direito ou indireto na manufatura ou venda de matéria aplicável a telecomunicação” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) § 1º A infração deste artigo - devidamente comprovada, acarretará a perda imediata do mandato no Conselho. § 2º Caberá ao Conselho tomar conhecimento das denúncias feitas nesse sentido e, quando por dois terços de seus votos, entender comprovadas as acusações, encaminhar ao Presidente da República o pedido de nomeação do substitutivo. Art. 24. Das deliberações do Conselho caberá pedido de reconsideração para o mesmo e, em instância superior, recurso para o Ministro das Comunicações, salvo das deliberações tomadas sob a sua presidência, quando será dirigido diretamente ao Presidente da República. § 1º As decisões serão tomadas por maioria absoluta de votos dos representantes que compõem o Conselho, considerando-se unânimes tão somente as que contarem com a totalidade destes. § 2º O pedido de reconsideração ou o recurso de que trata este artigo deve ser apresentado no prazo de trinta (30) dias contados da notificação feita ao interessado por telegrama, ou carta registrada um e outro com aviso de recebimento, ou da publicação dessa notificação feita no Diário Oficial da União. § 3º O recurso terá efeito suspensivo. (Artigo com redação dada pela Lei nº 5.535, de 20.11.1968) Art. 25. O Departamento Nacional de Telecomunicações é a secretaria executiva do Conselho e terá a, seguinte organização administrativa: I – Divisão de Engenharia II – Divisão Jurídica III – Divisão Administrativa IV – Divisão de Estatística V – Divisão de Fiscalização VI – Delegacias Regionais. (Artigo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962) Art. 26. O território nacional fica dividido em oito Distritos, a cada um dos quais corresponderá uma Delegacia Regional, com sede, respectivamente em: Brasília (DF) Belém (PA) Recife (PE) Salvador (BA) Rio de Janeiro (GB) São Paulo (SP) Porto Alegre (RS) Parágrafo único. Cada Distrito terá a jurisdição delimitada pelo Conselho. (Artigo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962) Art. 27. São criados, no Conselho, os cargos de provimento em comissão constantes da tabela anexa. (Artigo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962) Art. 28. Os membros do Conselho, o seu presidente, o diretor geral os diretores de divisão e os delegados regionais serão cidadãos brasileiros de reputação ilibada e notórios conhecimentos de assuntos ligados aos diversos ramos de telecomunicações. (Expressão “o diretor geral os diretores de divisão e os delegados regionais” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) Art. 29. Compete ao Conselho Nacional de Telecomunicações: a) elaborar o seu Regimento Interno; b) organizar, na forma da lei os serviços de sua administração; c) elaborar o plano nacional de telecomunicações e proceder à sua revisão, pelo menos, de cinco em cinco anos, para a devida apropriação pelo Congresso Nacional; (Expressão “para a devida apropriação pelo Congresso Nacional;” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) d) adotar medidas que assegurem a continuidade dos serviços de telecomunicações quando as concessões, autorizações ou permissões não forem renovadas ou tenham sido cassadas, e houver interesse público na continuação desses serviços; e) promover, orientar e coordenar o desenvolvimento das telecomunicações, bem como a constituição, organização, articulação e expansão dos serviços públicos de telecomunicações; (Expressões “promover” e “bem como a constituição, organização, articulação e expansão dos serviços públicos de telecomunicações;” vetadas pelo Presidente da República e mantidas pelo Congresso Nacional, em 17.12.1962) f) estabelecer as prioridades previstas no art. 9º, § 2º, desta lei.; (Alínea vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) g) propor ou promover as medidas adequadas à execução da presente lei; h) fiscalizar o cumprimento das obrigações decorrentes das concessões, autorizações e permissões de serviços de telecomunicações e aplicar as sanções que estiverem na sua alçada; i) rever os contratos de concessão ou atos de autorização ou permissão, por efeito da aprovação pelo Congresso, de atos internacionais; j) fiscalizar as concessões, autorizações e permissões em vigor; opinar sobre a respectiva renovação e propor a declaração de caducidade e perempção; l) estudar os temas a serem debatidos pelas delegações brasileiras, nas conferências e reuniões internacionais de telecomunicações, sugerindo e propondo diretrizes; m) estabelecer normas para a padronização da escrita e contabilidade das empresas que explorem serviços de telecomunicação; n) promover e superintender o tombamento dos bens e a perícia contábil das empresas concessionárias ou permissionárias de serviços de telecomunicação, e das empresas subsidiárias associadas ou dependentes delas, ou a elas vinculadas, inclusive das que sejam controladas por acionistas estrangeiros ou tenham como acionistas pessoas jurídicas com sede no estrangeiro, com o objetivo de determinação do investimento efetivamente realizado e do conhecimento de todos os elementos, que concorram para a emposição do custo do serviço, requisitando para esse fim os funcionários federais que possam contribuir para a apuração desses dados; o) estabelecer normas técnicas dentro das leis e regulamentos em vigor, visando à eficiência e integração dos serviços no sistema nacional de telecomunicações; p) propor ao Presidente da República o valor das taxas a serem pagas pela execução dos serviços concedidos, autorizados ou permitidos, e destinadas ao custeio do serviço de fiscalização; q) cooperar para o desenvolvimento do ensino técnico profissional dos ramos pertinentes à telecomunicação; r) promover e estimular o desenvolvimento de indústria de equipamentos de telecomunicações dando preferência àqueles cujo capital, na sua maioria, pertençam a acionistas brasileiros; s) estabelecer ou aprovar normas técnicas e especificações a serem observadas na planificação da produção industrial e na fabricação de peças, aparelhos e equipamentos utilizados nos serviços de telecomunicações; t) sugerir normas para censura nos serviços de telecomunicações, em caso de declaração de estado de sítio; u) fiscalizar a execução dos convênios firmados pelo Governo brasileiro com outros países; v) encaminhar à autoridade superior os recursos regularmente interpostos de seus atos, decisões ou resoluções; x) outorgar ou renovar quaisquer permissões e autorizações de serviço de radiodifusão de caráter local (art. 33 § 5º) e opinar sobre a outorga ou renovação de concessões e autorizações (art. 34 §§ 1º e 3º); z) estabelecer normas, fixar critérios e taxas para redistribuição de tarifa nos casos de tráfego mútuo entre as empresas de telecomunicações de todo o País; aa) expedir certificados de licença para o funcionamento das estações de radiocomunicação e radiodifusão uma vez verificado, em vistoria, o atendimento às condições técnicas exigidas; ab) estabelecer as quantificações necessárias ao desempenho de funções técnicas e operacionais pertinentes as telecomunicações, expedindo os certificados correspondentes; ac) solicitar a prestação de serviços de quaisquer repartições ou autarquias federais; ad) aplicar as penas de multa e suspensão à estação de radiodifusão que transmitir ou utilizar, total ou parcialmente, as emissões de estações congêneres sem prévia autorização; ae) fiscalizar, durante as retransmisões de radiodifusão, a declaração de prefixo ou indicativo e a localização da estação emissora e da estação de origem; af) fiscalizar o cumprimento, por parte das emissoras de radiodifusão, das finalidades e obrigações de programação, definidas no art. 38; ag) estabelecer ou aprovar normas técnicas e especificações para a fabricação e uso de quaisquer instalações ou equipamentos elétricos que possam vir a causar interferências prejudiciais aos serviços de telecomunicações, incluindo-se nessa disposição as linhas de transmissão de energia e as estações e subestações transformadoras; ah) propor ao Presidente do Conselho a imposição das penas da competência do Conselho; ai)opinar sobre a aplicação da pena de cassação ou de suspensão, quando fundada em motivos de ordem técnica; aj) propor, em parecer fundamentado, a declaração da caducidade ou perempção, da concessão, autorização ou permissão; al) opinar sobre os atos internacionais de natureza administrativa, antes de sua aprovação pelo Presidente da República (artigo 3º); (Expressão “de natureza administrativa, antes de sua aprovação pelo Presidente da República (artigo 3º)” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) am) aprovar as especificações das redes telefônicas de exploração ou concessão estadual ou municipal.",urn:lex:br:federal:lei:1962-08-27;4117!cap4
